source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'Uncrate.com'}",Uncrate,Prince's Versace Medusa Watch,Avid watch collector and founder of Connoisseur of Time Paul Hoyt is partnering with eBay to sell seven of his most cherished items. Of the pieces in the collection is Prince's Versace Medusa Watch. The vintage is presented with a...,https://uncrate.com/princes-versace-medusa-watch/,https://uncrate.com/p/2023/08/princes-versace-medusa-watch.jpg,2023-08-11T22:22:56Z,"Fine wine returned 13.1% in 2022, outperforming S&amp;P 500, Bitcoin, and even gold, while rare whiskey returned 395% from 2013 to 2023. Vinovest is making this widely untapped resource more accessib… [+668 chars]"
"{'id': None, 'name': 'Uncrate.com'}",Uncrate,Girard-Perregaux Laureato Absolute 8Tech Watch,Girard-Perregaux adds to the Laureato Absolute family with the 8Tech. The stealthy chronograph features a 44mm case and an octagonal bezel. It gets its marble-like finish from a unique technique constructed from thin layers of carbon fibers combined with ligh…,https://uncrate.com/girard-perregaux-laureato-absolute-8tech-watch/,https://uncrate.com/p/2023/08/gp-laureato-absolute-8tech.jpg,2023-08-29T22:50:58Z,"Fine wine returned 13.1% in 2022, outperforming S&amp;P 500, Bitcoin, and even gold, while rare whiskey returned 395% from 2013 to 2023. Vinovest is making this widely untapped resource more accessib… [+668 chars]"
"{'id': None, 'name': 'Uncrate.com'}",Uncrate,Garb: Concrete Jungle,"Off-White Leather Sneakers / $475. Bottega Veneta Leather Backpack / $3,700. Norse Projects Cap / $89. Garrett Leight Brooks X Sunglasses / $420. Sunspel T-Shirt / $62. Concrete Jungle Book / $49. Imogene + Willie Military Trousers / $195....",https://uncrate.com/garb-concrete-jungle/,https://uncrate.com/p/2023/08/garb-concrete-jungle.jpg,2023-08-23T20:54:00Z,"Fine wine returned 13.1% in 2022, outperforming S&amp;P 500, Bitcoin, and even gold, while rare whiskey returned 395% from 2013 to 2023. Vinovest is making this widely untapped resource more accessib… [+668 chars]"
"{'id': None, 'name': 'Uncrate.com'}",Uncrate,AG1 Daily Nutrition,"The easiest way to get your daily nutrition on the go is AG1. It's a Foundational Nutrition supplement that supports your body's universal needs, like nutrient replenishment, gut optimization, stress management, and immune support. By giving your body nutrien…",https://uncrate.com/ag1-daily-nutrition/,https://uncrate.com/p/2023/02/ag1-package-pour-1.jpg,2023-08-23T18:11:04Z,"Fine wine returned 13.1% in 2022, outperforming S&amp;P 500, Bitcoin, and even gold, while rare whiskey returned 395% from 2013 to 2023. Vinovest is making this widely untapped resource more accessib… [+668 chars]"
"{'id': None, 'name': 'Uncrate.com'}",Uncrate,Ferrari Endurance,"Few automakers can match the cachet of Ferrari in endurance racing. Despite 50 years having passed since Maranello's last top-tier works entry at Le Mans, the allure of the French track is irresistible, and Ferrari will be returning to the...",https://uncrate.com/ferrari-endurance/,https://uncrate.com/p/2023/08/ferrari-endurance-1.jpg,2023-08-24T16:00:00Z,"Fine wine returned 13.1% in 2022, outperforming S&amp;P 500, Bitcoin, and even gold, while rare whiskey returned 395% from 2013 to 2023. Vinovest is making this widely untapped resource more accessib… [+668 chars]"
"{'id': None, 'name': 'Uncrate.com'}",Uncrate,1970 Range Rover Velar Prototype,"Before the Range Rover became a luxury icon, it was a utilitarian SUV. Two doors and a vinyl hose-out interior were as nice as it got - along with a huge dose of off-road capability. This Davos white Range Rover...",https://uncrate.com/1970-range-rover-velar-prototype/,https://uncrate.com/p/2023/08/range-rover-velar-1.jpg,2023-08-21T23:35:06Z,"Fine wine returned 13.1% in 2022, outperforming S&amp;P 500, Bitcoin, and even gold, while rare whiskey returned 395% from 2013 to 2023. Vinovest is making this widely untapped resource more accessib… [+668 chars]"
"{'id': None, 'name': 'Uncrate.com'}",Uncrate,2006 Fleer Buyback Michael Jordan Autographed Rookie Card,"Michael Jordan's 1986 Fleer rookie is arguably the most famous basketball card in existence. For its 20th anniversary, new company-owner Upper Deck acquired 23 well-preserved examples, had MJ sign them, and put redemption cards into the 06-07 Fleer set. With.…",https://uncrate.com/2006-fleer-buyback-michael-jordan-autographed-rookie-card/,https://uncrate.com/p/2023/08/jordan-fleer-buyback.jpg,2023-08-11T15:00:01Z,"Fine wine returned 13.1% in 2022, outperforming S&amp;P 500, Bitcoin, and even gold, while rare whiskey returned 395% from 2013 to 2023. Vinovest is making this widely untapped resource more accessib… [+668 chars]"
"{'id': None, 'name': 'Uncrate.com'}",Uncrate,Black House Farm,"The Black House Farm is a lesson in merging historic architecture with contemporary design. Situated on a 20-acre farm, this project begins with renovating a 17th-century farmhouse. Its oak thatched roof, oak framing, and handmade red brick have been left...",https://uncrate.com/black-house-farm/,https://uncrate.com/p/2023/08/black-house-farm-1.jpg,2023-08-08T18:00:08Z,"Fine wine returned 13.1% in 2022, outperforming S&amp;P 500, Bitcoin, and even gold, while rare whiskey returned 395% from 2013 to 2023. Vinovest is making this widely untapped resource more accessib… [+668 chars]"
"{'id': None, 'name': 'Uncrate.com'}",Uncrate,Magnus Walker's 1977 Porsche 930 Turbo Carrera,"Magnus Walker's love for all things Porsche cannot be understated. The fashion industry icon has built one of the most famous collections of Porsches on the planet, with everything from classic examples to wild customs. Owned by Walker since 2013,...",https://uncrate.com/magnus-walkers-1977-porsche-930-turbo-carrera/,https://uncrate.com/p/2023/08/magnus-walker-930-1.jpg,2023-08-09T18:55:35Z,"Fine wine returned 13.1% in 2022, outperforming S&amp;P 500, Bitcoin, and even gold, while rare whiskey returned 395% from 2013 to 2023. Vinovest is making this widely untapped resource more accessib… [+668 chars]"
"{'id': None, 'name': 'Uncrate.com'}",Uncrate,Range Rover SV Carmel Edition SUV,"Range Rover House, Range Rover's invitation-only luxury experience, returned to Monterey Car Week for 2023 with the new SV Carmel Edition. Named after California's Carmel Highlands where Range Rover House is located, the new Carmel Edition comes in SV Bespoke…",https://uncrate.com/range-rover-sv-carmel-edition-suv/,https://uncrate.com/p/2023/08/range-rover-sv-carmel-1.jpg,2023-08-23T21:56:53Z,"Fine wine returned 13.1% in 2022, outperforming S&amp;P 500, Bitcoin, and even gold, while rare whiskey returned 395% from 2013 to 2023. Vinovest is making this widely untapped resource more accessib… [+668 chars]"
"{'id': None, 'name': 'Uncrate.com'}",Uncrate,Brabus Mercedes-Maybach 850,"Brabus' latest creation goes straight to the top of the luxury food chain, remaking the Mercedes Maybach S-Class into an 850-horsepower monster. The 6.3-liter V12 gets upgraded with new internals and larger twin turbos, bringing power up to the aforementioned…",https://uncrate.com/brabus-mercedes-maybach-850/,https://uncrate.com/p/2023/08/brabus-maybach-850-1.jpg,2023-08-09T16:00:00Z,"Fine wine returned 13.1% in 2022, outperforming S&amp;P 500, Bitcoin, and even gold, while rare whiskey returned 395% from 2013 to 2023. Vinovest is making this widely untapped resource more accessib… [+668 chars]"
"{'id': None, 'name': 'Uncrate.com'}",Uncrate,Hideaway House,"If you're looking for privacy, it doesn't get more secluded than the Hideaway House. The blackened timber cabin is situated on a 52.7 private mountain surrounded by ancient forests. Originally built in 1993 and remodeled in 2021, the retreat features...",https://uncrate.com/hideaway-house/,https://uncrate.com/p/2023/08/hideaway-house-1.jpg,2023-08-24T15:39:33Z,"Fine wine returned 13.1% in 2022, outperforming S&amp;P 500, Bitcoin, and even gold, while rare whiskey returned 395% from 2013 to 2023. Vinovest is making this widely untapped resource more accessib… [+668 chars]"
